File / Data,Focal Group,,Grouping_for_statistical_tests,Grouping_tests_MW,,,,,,,,,,,Infraphylum,Phylum,Kingdom,Paper Title,Year Published,Journal/Book,CI,RI,L,#mpts,MinL,TSI,PSI,meanci,meanri,MHER,originalchars,uninformativechars,informativechars,Taxa,%missingchars,Average GC standard bootstrap support,average jackknife support,Average symmetric resampling support,1st taxon in matrix (1st 10 chars),2nd taxon,3rd taxon,4th,5th,6th
Cripps_1991a.tnt,,,Stem_Chordates,Echinodermata,,,,,,,,,,,,Chordata,Animalia,A cladistic analysis of the cornutes (stem chordates),1991,Zoological Journal of the Linnean Society,0.395,0.688,200,18,79,0.08,0.203,0.306,0.244,0.515,75,2,73,36,11.1,29.1,14.4,31.8,,,,,,
Abdala_et_Riveiro_2003a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new traversodontid cynodont from the Santa Maria Formation (Ladinian-Carnian) of southern Brazil, with a phylogenetic analysis of Gondwanan traversodontids",2003,Zoological Journal of the Linnean Society,0.556,0.724,54,1,30,0.241,0.433,0.476,0.299,0.491,28,3,25,15,15.7,28.1,13.3,30.8,,,,,,
Abdala_etal_2006a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new trirachodontid cynodont from the lower levels of the Burgersdorp Formation (Lower Triassic) of the Beaufort Group, South Africa and the cladistic relationships of Gondwanan gomphodonts",2006,Zoological Journal of the Linnean Society,0.579,0.73,95,1,55,0.211,0.364,0.477,0.355,0.536,42,2,40,18,18,32.9,12,36.1,,,,,,
Amson_et_Laurin_2011aa.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"On the affinities of <em>Tetraceratops insignis</em>, an Early Permian synapsid",2011,Acta Palaeontologica Polonica,0.529,0.741,191,1,101,0.314,0.594,0.409,0.297,0.602,78,0,78,23,22.2,65.8,25.1,74.5,,,,,,
Amson_et_Laurin_2011ab.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"On the affinities of <em>Tetraceratops insignis</em>, an Early Permian synapsid",2011,Acta Palaeontologica Polonica,0.529,0.741,191,1,101,0.314,0.594,0.398,0.31,0.601,78,0,78,23,22.4,64.8,24.6,74,,,,,,
Anderson_et_Reisz_2004a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Pyozia mesenensis</em>, a new, small varanopid (Synapsida_minus_Mammalia, Eupelycosauria) from Russia: &quot;pelycosaur&quot; diversity in the Middle Permian",2004,Journal of Vertebrate Paleontology,0.702,0.831,84,1,59,0.262,0.373,0.402,0.312,0.729,54,2,52,13,13.2,65.3,33.1,68.7,,,,,,
Angielcyzk_et_Kurkin_2003a.tnt,Anomodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Phylogenetic analysis of Russian Permian dicynodonts (Therapsida: Anomodontia): implications for Permian biostratigraphy and Pangaean biogeography,2003,Zoological Journal of the Linnean Society,0.511,0.683,174,4,89,0.178,0.349,0.366,0.293,0.506,53,0,53,28,14.6,31.3,12.1,36.6,,,,,,
Angielczyk_2001a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Preliminary phylogenetic analysis and stratigraphic congruence of the dicynodont anomodonts (Synapsida_minus_Mammalia: Therapsida),2001,Paleontologica Africana,0.563,0.686,126,3,71,0.198,0.352,0.47,0.288,0.5,40,0,40,22,9,32.5,14,36,,,,,,
Angielczyk_2002a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Redescription, phylogenetic position, and stratigraphic significance of the dicynodont genus Odontocyclops (Synapsida_minus_Mammalia: Anomodontia)",2002,Journal of Paleontology,0.563,0.686,126,3,71,0.198,0.352,0.47,0.288,0.5,40,0,40,22,9,32.5,14,36,,,,,,
Angielczyk_2002b.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A character-based method for measuring the fit of a cladogram to the fossil record,2002,Systematic Biology,0.408,0.592,98,7,40,0.204,0.5,0.35,0.353,0.25,39,5,34,22,13.8,18.7,8.4,21.6,,,,,,
Angielczyk_2007a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New specimens of the tanzanian dicynodont &quot;<em>Cryptocynodon</em>&quot; <em>parringtoni</em> Von Huene, 1942 (Therapsida, Anomodontia), with an expanded analysis of Permian dicynodont phylogeny",2007,Journal of Vertebrate Paleontology,0.444,0.685,7817,6,3472,0.207,0.466,0.588,0.694,0.525,72,0,72,37,21.8,18.7,8.4,21.6,,,,,,
Angielczyk_et_Rubidge_2010a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new pylaecephalid dicynodont (Therapsida, Anomodontia) from the <em>Tapinocephalus</em> Assemblage Zone, Karoo Basin, Middle Permian of South Africa",2010,Journal of Vertebrate Paleontology,0.433,0.682,8227,12,3565,0.169,0.391,0.619,0.752,0.519,75,0,75,38,23,30.8,11.9,35,,,,,,
Benson_2012a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Interrelationships of basal synapsids: cranial and postcranial morphological partitions suggest different topologies,2012,Journal of Systematic Palaeontology,0.451,0.753,709,336,320,0.066,0.147,0.285,0.261,0.642,239,1,238,53,49.2,35.4,12.2,38.5,,,,,,
Botha-Brink_et_Modesto_2009a.tnt,Varanopidae,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Anatomy and relationships of the Middle Permian varanopid <em>Heleosaurus scholtzi</em> based on a social aggregation from the Karoo Basin of South Africa,2009,Journal of Vertebrate Paleontology,0.692,0.82,107,2,74,0.43,0.621,0.405,0.286,0.71,62,1,61,16,25.2,57.3,22.9,60,,,,,,
Flynn_etal_2000a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,New traversodontids (Synapsida_minus_Mammalia: Eucynodontia) from the Triassic of Madagascar,2000,Journal of Vertebrate Paleontology,0.917,0.923,12,1,11,0.75,0.818,0.427,0.219,0.827,16,8,8,6,12.5,99.8,52.8,89.5,,,,,,
Gauthier_etal_1988b.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The early evolution of the Amniota,1988,"The Phylogeny and Classification of the Tetrapods, Volume 1: Amphibians, Reptiles, Birds",0.703,0.762,128,2,90,0.594,0.845,0.445,0.213,0.651,94,22,72,15,7.3,58.1,31.6,58.9,,,,,,
Kammerer_etal_2012a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Ontogeny in the Malagasy traversodontid <em>Dadadon isaloi</em> and a reconsideration of its phylogenetic relationships,2012,Fieldiana Life and Earth Sciences,0.496,0.721,139,1,69,0.216,0.435,0.382,0.314,0.549,57,3,54,23,22.3,38.8,13,44,,,,,,
Liu_et_Li_2003a.tnt,Dicynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new material of kannemeyerid from Xinjiang and the restudy of <em>Parakannemeyeria brevirostris</em>,2003,Vertebrata PalAsiatica,0.692,0.739,39,1,27,0.359,0.519,0.733,0.342,0.529,20,0,20,9,5,59,30.1,66.2,,,,,,
Liu_et_Olsen_2010a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogenetic relationships of Eucynodontia (Amniota: Synapsida_minus_Mammalia),2010,Journal of Mammalian Evolution,0.479,0.778,436,4,209,0.179,0.373,0.293,0.278,0.682,145,0,145,31,22.2,43,22.9,49.1,,,,,,
Liu_etal_2002a.tnt,Dicynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The <em>Lystrosaurus</em> fossils from Xinjiang and their bearing on the terrestrial Permian-Triassic boundary,2002,Vertebrata PalAsiatica,0.593,0.703,27,8,16,0.148,0.25,0.567,0.483,0.393,11,0,11,12,2.3,24.2,14.4,26.5,,,,,,
Maddin_etal_2006a.tnt,Eupelycosauria,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"An Early Permian varanodontine varanopid (Synapsida_minus_Mammalia: Eupelycosauria) from the Richards Spur locality, Oklahoma",2006,Journal of Vertebrate Paleontology,0.727,0.833,99,1,72,0.232,0.32,0.508,0.342,0.731,60,1,59,15,25.3,67.4,25.2,71.8,,,,,,
Maisch_2002a.tnt,Dicynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal lystrosaurid dicynodont from the Upper Permian of South Africa,2002,Palaeontology,0.679,0.811,53,1,36,0.434,0.639,0.44,0.364,0.689,31,2,29,14,0,74.9,32.5,75.4,,,,,,
Martinez_etal_1996a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new carnivorous cynodont from the Ischigualasto Formation (Late Triassic, Argentina), with comments on eucynodont phylogeny",1996,Journal of Vertebrate Paleontology,0.644,0.647,101,3,65,0.158,0.246,0.502,0.197,0.476,68,12,56,10,4.3,65.3,40.5,68.1,,,,,,
Modesto_1995a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The skull of the herbivorous synapsid <em>Edaphosaurus boanerges</em> from the Lower Permian of Texas,1995,Palaeontology,0.973,0.985,37,1,36,0,0,0.611,0.343,0.974,36,1,35,8,12.5,89.5,51.5,91.1,,,,,,
Modesto_etal_2003b.tnt,Dicynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal dicynodont from the Upper Permian of South Africa,2003,Palaeontology,0.796,0.844,49,2,39,0.408,0.513,0.476,0.303,0.731,38,8,30,11,11.2,79.3,39.3,78.4,,,,,,
Ranivoharimanana_etal_2011a.tnt,Cynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New material of <em>Dadadon isaloi</em> (Cynodontia, Traversodontidae) from the Triassic of Madagascar",2011,Journal of Vertebrate Paleontology,0.588,0.759,97,6,57,0.175,0.204,0.446,0.493,0.598,44,2,42,18,13.8,48,20.1,47,Cynognath,Diademodo,Trirachod,Langbergi,Cricodon ,Andescyno
Reisz_et_Dilkes_2003a.tnt,Eupelycosauria,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Archaeovenator hamiltonensis</em>, a new varanopid (Synapsida_minus_Mammalia: Eupelycosauria) from the Upper Carboniferous of Kansas",2003,Canadian Journal of Earth Sciences,0.699,0.825,83,3,58,0.301,0.261,0.415,0.345,0.723,53,2,51,13,13.2,63.5,34.7,66.3,Reptilia,Cotylorhy,Eothyris ,Archaeoth,Ophiacodo,Mycterosa
Reisz_etal_1998a.tnt,Eupelycosauria,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Anatomy and relationships of <em>Elliotsmithia longiceps</em> Broom, a small synapsid (Eupelycosauria: Varanopseidae) from the late Permian of South Africa",1998,Journal of Vertebrate Paleontology,0.868,0.912,38,1,33,0.579,0.484,0.667,0.575,0.856,31,1,30,9,5.7,91,57.8,92.1,Sauropsid,Caseasaur,Ophiacodo,Mycterosa,Mesenosau,Elliotsmi
Reisz_etal_2009a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,<em>Eothyris</em> and <em>Oedaleops</em>: do these Early Permian synapsids from Texas and New Mexico form a clade?,2009,Journal of Vertebrate Paleontology,0.684,0.804,133,1,91,0.331,0.46,0.497,0.428,0.695,69,1,68,13,8.5,82.4,54.6,87,Diadectom,Reptilia ,Cotylorhy,Casea_bro,Casea_rut,Eothyris 
Reisz_etal_2010a.tnt,Varanopidae,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Apsisaurus witteri</em> from the Lower Permian of Texas: yet another small varanopid synapsid, not a diapsid",2010,Journal of Vertebrate Paleontology,0.43,0.717,374,1,161,0.198,0.431,0.388,0.197,0.585,113,0,113,27,18.6,55.8,31.1,58.5,Tseajaia,Casea    ,Eothyris ,Archaeoth,Ophiacodo,Mycterosa
Rubidge_etal_2006a.tnt,Therapsida,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new burnetiamorph (Therapsida: Biarmosuchia) from the Middle Permian of South Africa,2006,Journal of Paleontology,0.64,0.788,100,1,64,0.35,0.292,0.442,0.263,0.649,51,0,51,17,18.8,58.9,25.3,64.9,Haptodus,Dimetrodo,Syodon   ,Titanopho,Titanosuc,Estemmeno
Sidor_2003a.tnt,Therapsida,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Evolutionary trends and the origin of the mammalian lower jaw,2003,Paleobiology,0.332,0.841,316,100000,105,0,0.439,0.158,0.262,0.748,82,6,76,108,17.6,18.1,5.5,19.9,Eothyris_,Cotylorhy,Ennatosau,Casea_rut,Casea_bro,Hamilton_
Sidor_et_Hopson_1998a.tnt,,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Ghost lineages and &quot;mammalness&quot;: assessing the temporal pattern of character acquisition in the Synapsida_minus_Mammalia,1998,Paleobiology,0.626,0.851,390,1,244,0.336,0.471,0.708,0.633,0.786,181,0,181,21,13.9,77.1,55.1,81.4,Ophiacodo,Edaphosau,Haptodus ,Sphenacod,Biarmosuc,Eotitanos
Sidor_et_Rubidge_2006a.tnt,Therapsida,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Herpetoskylax hopsoni</em>, a new biarmosuchian (Therapsida: Biarmosuchia) from the Beaufort Group of South Africa",2006,"Amniote Paleobiology: Perspectives on the Evolution of Mammals, Birds, and Reptiles",0.647,0.762,102,6,66,0.284,0.792,0.528,0.44,0.615,56,0,56,15,13.9,63,34.8,66.2,Haptodus,Dimetrodo,Patronomo,Suminia  ,Syodon   ,Titanopho
Smith_etal_2006a.tnt,Therapsida,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new burnetid (Therapsida: Biarmosuchia) from the Upper Permian of South Africa and its biogeographic implications,2006,Journal of Vertebrate Paleontology,0.778,0.87,27,1,21,0.333,0.255,0.655,0.585,0.727,18,0,18,11,21.2,49,15.9,52.6,Hipposaur,CGP_slash,Lycaenodo,Ictidorhi,Lemurosau,Lobalopex
Surkov_et_Benton_2004a.tnt,Dicynodontia,,Synapsida_minus_Mammalia,Synapsida_minus_Mammalia,,,,,,Synapsida_minus_Mammalia,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The basicranium of dicynodonts (Synapsida_minus_Mammalia) and its use in phylogenetic analysis,2004,Palaeontology,0.633,0.845,30,10,19,0.367,0.579,0.453,0.513,0.681,17,0,17,19,7.1,21.6,8.3,25.1,Eodicynod,Emydops  ,Robertia ,Pristerod,Diictodon,Kingoria 
Damiani_2001a.tnt,Stereospondyli,,Temnospondyli,Tetrapoda_minus_Amniota,,,,,,,Temnospondyli,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A systematic revision and phylogenetic analysis of Triassic mastodonsauroids (Temnospondyli: Stereospondyli),2001,Zoological Journal of the Linnean Society,0.486,0.796,105,2,51,0.324,0.666,0.28,0.324,0.662,47,0,47,25,10.4,34.9,13.1,42.8,,,,,,
Steyer_2003a.tnt,Stereospondyli,,Temnospondyli,Tetrapoda_minus_Amniota,,,,,,,Temnospondyli,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A revision of the Early Triassic &quot;capitosaurs&quot; (Stegocephali, Stereopsondyli) from Madagascar, with remarks on their comparative ontogeny",2003,Journal of Vertebrate Paleontology,0.477,0.516,88,6,42,0.148,0.211,0.477,0.408,0.227,39,3,36,12,8.5,38.2,16.3,47.4,Archegosa,Eryops   ,Benthosuc,Eryosuchu,Mastodons,Parotosuc
Yates_et_Warren_2000a,,,Temnospondyli,Tetrapoda_minus_Amniota,,,,,,,Temnospondyli,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogeny of the 'higher' temnospondyls (Vertebrata: Choanata) and its implications for the monophyly and origins of the Stereospondyli,2000,Zoological Journal of the Linnean Society,0.326,0.668,451,1,147,0.175,0.537,0.25,0.247,0.507,121,0,121,38,16.4,36.2,19.8,39.4,,,,,,
Agnolin_et_Novas_2011a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Unenlagiid theropods: are they members of the Dromaeosauridae (Theropoda_minus_Aves, Maniraptora)?",2011,Anais da Academia Brasileira de Ciencias,0.319,0.718,1437,36,459,0.102,0.321,0.218,0.23,0.606,368,3,365,88,52.7,38.8,14.6,44.2,,,,,,
Agnolin_et_Novas_2013a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Avian ancestors: a review of the phylogenetic relationships of the theropods Unenlagiidae, Microraptoria, <em>Anchiornis</em> and Scansoriopterygidae",2013,"Avian ancestors: a review of the phylogenetic relationships of the theropods Unenlagiidae, Microraptoria, <em>Anchiornis</em> and Scansoriopterygidae",0.325,0.734,1582,24,514,0.095,0.294,0.186,0.21,0.633,429,6,423,88,52.5,41.5,16.2,47.1,,,,,,
Agnolin_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New alvarezsaurid (Dinosauria, Theropoda_minus_Aves) from uppermost Cretaceous of northwestern Patagonia with associated eggs",2012,Cretaceous Research,0.27,0.646,1892,100,511,0.071,0.264,0.2,0.239,0.494,423,14,409,103,63.8,28,8.6,32.4,,,,,,
Allain_2002a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Discovery of megalosaur (Dinosauria, Theropoda_minus_Aves) in the Middle Bathonian of Normandy (France) and its implications for the phylogeny of basal Tetanurae",2002,Journal of Vertebrate Paleontology,0.654,0.776,81,1,53,0.346,0.529,0.437,0.309,0.628,45,1,44,16,19.6,56,27.8,58.7,,,,,,
Allain_etal_2007a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"An abelisauroid (Dinosauria: Theropoda_minus_Aves) from the Early Jurassic of the High Atlas Mountains, Morocco, and the radiation of ceratosaurs",2007,Journal of Vertebrate Paleontology,0.482,0.729,628,5,303,0.094,0.195,0.315,0.259,0.617,264,0,264,34,45.5,38.9,18.2,43.3,,,,,,
Allain_etal_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first definitive Asian spinosaurid (Dinosauria: Theropoda_minus_Aves) from the Early Cretaceous of Laos,2012,Naturwissenschaften,0.511,0.727,421,5,215,0.119,0.232,0.329,0.24,0.603,178,2,176,29,34.4,34.2,20.2,36.5,,,,,,
Arcucci_et_Coria_2003a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new Triassic carnivorous dinosaur from Argentina,2003,Ameghiniana,0.68,0.805,25,4,17,0.4,0.588,0.5,0.434,0.617,19,2,17,10,5.3,53.5,24.4,54.7,,,,,,
Averianov_et_Sues_2012a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Skeletal remains of Tyrannosauroidea (Dinosauria: Theropoda_minus_Aves) from the Bissekty Formation (Upper Cretaceous: Turonian) of Uzbekistan,2012,Cretaceous Research,0.643,0.838,557,3,358,0.09,0.14,0.335,0.251,0.768,307,1,306,24,42,49.2,24.1,55.8,,,,,,
Averianov_etal_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal coelurosaur (Dinosauria: Theropoda_minus_Aves) from the Middle Jurassic of Siberia,2010,Proceedings of the Zoological Institute RAS,0.468,0.768,871,24,408,0.137,0.292,0.289,0.213,0.672,353,7,346,59,51.5,42.1,18.2,47.3,,,,,,
Azuma_et_Currie_2000a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new carnosaur (Dinosauria: Theropoda_minus_Aves) from the Lower Cretaceous of Japan,2000,Canadian Journal of Earth Sciences,0.58,0.583,238,1,138,0.109,0.188,0.487,0.274,0.388,110,0,110,10,9.2,65.1,36.6,73,,,,,,
Benson_2008a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New information on Stokesosaurus, a tyrannosauroid (Dinosauria: Theropoda_minus_Aves) from North America and the United Kingdom",2008,Journal of Vertebrate Paleontology,0.399,0.744,687,100000,274,0.084,0.212,0.249,0.256,0.623,224,0,224,63,51.5,21.1,6,24.3,,,,,,
Benson_2010a.tnt,,,Theropoda_minus_Aves,Theropoda_minus_Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A description of Megalosaurus bucklandii (Dinosauria: Theropoda_minus_Aves) from the Bathonian of the UK and the relationships of Middle Jurassic theropods,2010,Zoological Journal of the Linnean Society,0.436,0.619,596,17198,260,0.018,0.042,0.357,0.277,0.428,213,0,213,41,55.5,20.1,8.5,22.2,,,,,,
